log_id,label
28586,normal
28818,normal
28324,normal
28067,normal
30642,normal
28154,normal
28185,normal
30120,normal
28635,normal
28979,normal
28766,normal
29069,normal
28148,normal
28455,normal
30991,normal
28492,normal
28657,normal
28865,normal
27926,normal
28850,normal
28764,normal
28744,normal
27982,normal
28213,normal
28797,normal
27941,normal
28209,normal
28503,normal
28006,normal
28423,normal
28544,normal
29159,normal
29070,normal
28446,normal
29049,normal
27916,normal
28479,normal
29086,normal
31148,normal
28683,normal
28530,normal
30872,normal
30499,normal
28755,normal
28936,normal
28151,normal
28962,normal
28722,normal
28993,normal
28075,normal
28630,normal
28786,normal
30672,normal
29072,normal
28580,normal
28949,normal
28749,normal
28763,normal
29512,normal
28603,normal
29376,normal
30782,normal
29260,normal
29717,normal
29860,normal
28421,normal
28297,normal
28950,normal
31110,normal
28092,normal
28319,normal
28122,normal
28050,normal
30321,normal
28260,normal
28426,normal
29059,normal
29812,normal
28519,normal
29836,normal
29284,normal
28509,normal
28770,normal
31232,normal
29027,normal
29097,normal
28585,normal
28691,normal
28720,normal
28322,normal
29991,normal
27944,normal
28354,normal
28427,normal
28894,normal
28689,normal
30702,normal
29901,normal
30606,normal
30196,normal
28433,normal
28367,normal
28123,normal
30564,normal
28178,normal
28495,normal
27910,normal
28578,normal
28224,normal
28909,normal
30826,normal
28448,normal
28626,normal
30040,normal
28886,normal
28842,normal
28125,normal
30233,normal
29945,normal
29882,normal
28527,normal
28747,normal
29184,normal
28582,normal
28312,normal
27986,normal
30400,normal
28784,normal
28693,normal
28966,normal
31193,normal
30741,normal
30949,normal
28620,normal
30095,normal
28929,normal
29210,normal
27949,normal
28481,normal
28375,normal
28392,normal
28429,normal
28389,normal
29022,normal
28304,normal
28137,normal
29697,normal
28782,normal
29038,normal
28386,normal
28606,normal
27961,normal
28487,normal
28669,normal
28454,normal
27937,normal
30292,normal
28377,normal
31073,normal
28518,normal
28679,normal
28161,normal
29005,normal
28118,normal
29117,normal
28981,normal
28188,normal
29532,normal
28783,normal
30067,normal
28269,normal
29011,normal
28100,normal
28590,normal
28414,normal
28055,normal
28232,normal
28274,normal
28695,normal
28804,normal
28464,normal
28715,normal
28310,normal
28401,normal
30358,normal
28892,normal
30152,normal
28402,normal
28238,normal
28101,normal
27952,normal
28507,normal
29009,normal
28246,normal
27933,normal
28240,normal
31034,normal
28914,normal
28725,normal
28172,normal
27984,normal
28532,normal
28032,normal
29020,normal
28546,normal
28594,normal
28705,normal
28959,normal
28951,normal
28415,normal
29675,normal
29554,normal
30992,normal
28563,normal
29081,normal
28165,normal
30467,normal
28001,normal
28166,normal
28023,normal
27994,normal
28541,normal
28284,normal
28437,normal
28906,normal
30873,normal
28026,normal
28882,normal
30527,normal
30262,normal
30914,normal
29236,normal
31149,normal
28079,normal
28129,normal
28889,normal
28566,normal
28584,normal
27972,normal
27903,normal
28536,normal
28692,normal
29309,normal
27909,normal
28642,normal
28592,normal
28572,normal
28082,normal
28411,normal
28922,normal
28905,normal
28334,normal
28225,normal
28611,normal
28176,normal
29029,normal
29923,normal
28569,normal
28937,normal
28420,normal
28535,normal
30783,normal
29425,normal
28303,normal
29450,normal
28237,normal
28388,normal
28813,normal
30643,normal
29628,normal
28756,normal
29331,normal
27917,normal
28167,normal
30014,normal
28812,normal
28927,normal
29035,normal
28200,normal
28011,normal
28107,normal
28231,normal
29968,normal
28643,normal
28271,normal
27983,normal
28339,normal
27948,normal
28089,normal
28511,normal
30565,normal
28358,normal
28868,normal
28158,normal
29399,normal
30827,normal
28957,normal
30197,normal
28308,normal
28326,normal
30435,normal
28261,normal
28583,normal
28502,normal
29579,normal
29740,normal
28191,normal
28533,normal
29138,normal
27905,normal
28138,normal
28558,normal
28640,normal
29472,normal
28908,normal
28704,normal
28117,normal
28063,normal
29041,normal
28702,normal
30607,normal
29787,normal
29353,normal
28760,normal
28227,normal
27898,normal
30703,normal
31233,normal
28758,normal
29078,normal
28099,normal
28391,normal
28508,normal
29063,normal
30742,normal
28808,normal
30950,normal
30401,normal
27928,normal
28343,normal
29004,normal
31194,normal
28177,normal
28374,normal
27925,normal
28046,normal
29764,normal
28729,normal
28662,normal
28743,normal
28478,normal
30322,normal
28745,normal
31074,normal
31111,normal
30121,normal
28628,normal
28403,normal
28845,normal
28682,normal
28568,normal
29492,normal
28771,normal
28847,normal
28799,normal
28323,normal
28382,normal
28262,normal
28738,normal
30359,normal
28768,normal
28863,normal
27935,normal
28155,normal
30153,normal
28880,normal
28047,normal
28801,normal
29813,normal
28778,normal
29604,normal
28663,normal
30993,normal
28210,normal
29088,normal
29261,normal
28351,normal
28130,normal
28671,normal
29653,normal
29160,normal
28706,normal
29051,normal
28098,normal
28878,normal
30874,normal
28613,normal
28014,normal
28124,normal
31150,normal
30673,normal
30500,normal
29211,normal
28008,normal
28043,normal
31035,normal
28933,normal
28870,normal
30041,normal
29076,normal
28676,normal
29837,normal
29285,normal
28515,normal
28948,normal
28520,normal
28916,normal
28866,normal
30234,normal
30068,normal
29861,normal
28661,normal
28790,normal
28678,normal
30468,normal
28994,normal
28732,normal
28090,normal
27997,normal
30096,normal
28895,normal
27938,normal
28524,normal
28920,normal
29185,normal
28989,normal
27950,normal
28153,normal
28044,normal
28179,normal
30293,normal
28647,normal
30784,normal
28637,normal
27936,normal
28127,normal
28557,normal
28027,normal
28085,normal
28189,normal
28798,normal
28267,normal
28921,normal
30198,normal
30828,normal
28529,normal
27953,normal
30566,normal
28133,normal
29053,normal
27932,normal
27923,normal
28394,normal
30915,normal
30263,normal
30528,normal
28581,normal
29056,normal
29085,normal
28873,normal
28344,normal
28819,normal
28907,normal
28091,normal
30644,normal
28817,normal
28742,normal
29098,normal
28727,normal
28891,normal
29718,normal
28471,normal
28574,normal
28192,normal
29074,normal
28645,normal
28947,normal
30704,normal
29698,normal
28430,normal
30608,normal
29533,normal
28060,normal
28292,normal
28806,normal
28195,normal
31234,normal
31195,normal
28186,normal
30951,normal
29377,normal
29992,normal
27978,normal
30743,normal
29946,normal
30402,normal
28625,normal
29064,normal
29513,normal
28521,normal
31075,normal
29067,normal
29883,normal
27940,normal
28017,normal
29902,normal
28911,normal
28247,normal
29426,normal
28823,normal
30360,normal
30154,normal
28462,normal
28875,normal
29400,normal
30015,normal
29555,normal
29061,normal
28453,normal
28074,normal
30994,normal
29060,normal
30875,normal
31151,normal
29741,normal
28788,normal
29118,normal
29580,normal
29788,normal
28145,normal
28449,normal
28203,normal
28022,normal
27970,normal
29924,normal
28697,normal
29451,normal
28554,normal
29969,normal
29676,normal
28598,normal
27931,normal
28255,normal
29354,normal
30436,normal
28636,normal
28925,normal
28170,normal
27942,normal
28822,normal
28149,normal
28559,normal
29310,normal
30323,normal
29237,normal
28054,normal
28667,normal
29052,normal
28445,normal
28954,normal
28997,normal
28505,normal
28932,normal
31112,normal
29629,normal
28967,normal
28649,normal
28504,normal
31036,normal
28096,normal
28730,normal
28220,normal
28012,normal
28839,normal
30469,normal
28602,normal
27959,normal
28942,normal
28465,normal
27913,normal
30829,normal
28340,normal
28211,normal
28368,normal
28018,normal
30785,normal
30199,normal
28028,normal
28275,normal
30567,normal
28887,normal
28824,normal
28688,normal
29079,normal
28595,normal
28523,normal
28961,normal
28121,normal
28514,normal
28668,normal
28279,normal
28522,normal
28591,normal
28757,normal
28525,normal
28083,normal
28807,normal
28941,normal
28648,normal
28833,normal
28080,normal
28952,normal
29814,normal
30069,normal
30042,normal
29838,normal
30122,normal
29765,normal
29862,normal
29654,normal
29212,normal
29493,normal
29286,normal
28944,normal
29139,normal
28010,normal
29473,normal
28709,normal
29605,normal
28601,normal
28716,normal
30361,normal
28486,normal
30916,normal
30235,normal
30952,normal
30645,normal
30097,normal
30674,normal
30995,normal
31196,normal
30501,normal
30705,normal
30609,normal
29262,normal
28644,normal
31235,normal
30403,normal
28699,normal
30529,normal
29002,normal
30294,normal
30744,normal
31152,normal
31076,normal
30155,normal
30876,normal
30264,normal
28058,normal
28650,normal
28517,normal
28869,normal
29025,normal
28924,normal
28412,normal
29161,normal
29186,normal
29332,normal
28910,normal
28735,normal
28815,normal
28561,normal
29050,normal
28876,normal
28400,normal
28900,normal
28183,normal
28737,normal
28974,normal
28003,normal
28781,normal
27989,normal
28564,normal
28851,normal
28163,normal
28805,normal
29048,normal
28785,normal
28965,normal
28901,normal
28364,normal
28800,normal
28674,normal
28290,normal
28372,normal
29003,normal
28903,normal
30568,normal
30786,normal
30830,normal
28846,normal
30200,normal
28852,normal
28489,normal
28369,normal
30470,normal
28542,normal
27945,normal
28629,normal
28665,normal
31037,normal
27958,normal
28551,normal
29055,normal
28088,normal
28332,normal
29970,normal
29581,normal
31113,normal
30324,normal
28597,normal
29075,normal
27998,normal
29742,normal
29355,normal
28286,normal
28493,normal
28874,normal
28298,normal
29452,normal
29556,normal
28258,normal
29677,normal
29238,normal
29401,normal
29925,normal
29311,normal
30437,normal
29427,normal
28837,normal
29630,normal
28639,normal
29789,normal
28371,normal
29534,normal
28512,normal
31153,normal
30877,normal
28655,normal
30016,normal
30996,normal
27993,normal
30156,normal
27999,normal
30362,normal
31077,normal
28772,normal
28769,normal
29719,normal
28690,normal
28867,normal
28041,normal
30404,normal
30745,normal
31197,normal
29993,normal
29699,normal
28068,normal
30953,normal
29903,normal
29119,normal
30610,normal
31236,normal
28589,normal
28208,normal
28849,normal
30706,normal
29514,normal
29884,normal
29378,normal
29040,normal
28438,normal
28295,normal
29947,normal
28013,normal
29099,normal
30646,normal
28940,normal
30265,normal
28272,normal
30917,normal
30530,normal
28618,normal
28803,normal
30831,normal
28612,normal
30201,normal
30569,normal
28485,normal
30787,normal
28946,normal
27976,normal
30295,normal
28036,normal
29187,normal
30098,normal
28617,normal
30070,normal
28836,normal
30471,normal
30236,normal
29263,normal
28953,normal
30043,normal
28221,normal
28761,normal
29213,normal
28653,normal
31038,normal
30502,normal
30878,normal
29863,normal
31154,normal
30675,normal
27955,normal
29839,normal
29815,normal
29162,normal
28160,normal
29287,normal
30997,normal
29494,normal
30157,normal
30123,normal
30363,normal
31078,normal
29655,normal
31114,normal
30325,normal
29606,normal
31198,normal
28306,normal
30954,normal
30405,normal
30746,normal
28684,normal
29140,normal
28759,normal
28802,normal
29766,normal
29743,normal
30707,normal
29474,normal
30611,normal
30017,normal
29631,normal
31237,normal
29333,normal
28004,normal
28239,normal
29582,normal
30832,normal
29402,normal
30202,normal
30438,normal
29971,normal
30570,normal
29790,normal
30788,normal
30647,normal
29356,normal
29453,normal
29239,normal
29312,normal
29926,normal
29428,normal
30918,normal
28809,normal
30879,normal
30266,normal
31155,normal
30531,normal
28150,normal
28973,normal
30472,normal
28432,normal
30998,normal
29557,normal
29678,normal
31039,normal
30364,normal
29046,normal
30158,normal
28899,normal
28005,normal
30296,normal
29700,normal
29120,normal
31079,normal
30071,normal
30099,normal
29214,normal
29535,normal
31199,normal
30955,normal
30747,normal
30406,normal
29720,normal
28370,normal
30237,normal
29188,normal
30571,normal
30833,normal
28057,normal
30044,normal
27995,normal
30203,normal
29100,normal
29904,normal
30612,normal
30708,normal
31238,normal
29885,normal
28638,normal
29379,normal
28904,normal
31115,normal
29264,normal
30326,normal
30789,normal
28877,normal
29515,normal
29994,normal
29948,normal
30880,normal
29288,normal
30503,normal
30676,normal
29864,normal
31156,normal
27927,normal
29816,normal
29840,normal
30999,normal
29163,normal
30124,normal
30648,normal
29607,normal
30473,normal
30365,normal
29791,normal
29357,normal
29744,normal
30159,normal
29656,normal
30439,normal
29495,normal
29583,normal
30267,normal
30919,normal
30532,normal
29632,normal
29972,normal
29403,normal
31080,normal
31040,normal
30018,normal
29313,normal
29240,normal
30407,normal
30204,normal
30748,normal
30834,normal
31200,normal
30572,normal
29141,normal
30956,normal
29454,normal
29767,normal
29429,normal
29927,normal
28114,normal
30881,normal
31157,normal
30790,normal
30709,normal
31239,normal
30613,normal
29558,normal
28273,normal
30297,normal
28212,normal
30100,normal
30072,normal
31000,normal
29679,normal
29334,normal
29189,normal
31116,normal
30366,normal
30327,normal
30160,normal
28871,normal
29475,normal
30238,normal
30474,normal
30649,normal
29536,normal
29215,normal
29121,normal
29701,normal
30045,normal
31081,normal
31041,normal
29164,normal
30205,normal
30573,normal
30835,normal
29289,normal
30749,normal
31158,normal
30533,normal
30882,normal
30920,normal
30957,normal
30268,normal
31201,normal
30677,normal
30504,normal
29817,normal
29265,normal
30408,normal
29792,normal
29584,normal
29865,normal
29841,normal
30791,normal
29633,normal
29973,normal
29404,normal
29745,normal
30440,normal
29380,normal
31001,normal
29886,normal
30019,normal
29516,normal
29949,normal
29358,normal
30710,normal
31240,normal
30614,normal
29995,normal
29905,normal
30125,normal
29101,normal
29608,normal
29721,normal
30161,normal
29657,normal
30367,normal
29241,normal
29496,normal
29314,normal
29928,normal
29455,normal
30475,normal
30101,normal
29430,normal
30298,normal
31082,normal
30836,normal
30206,normal
30574,normal
31117,normal
30073,normal
30883,normal
30328,normal
31159,normal
29142,normal
30650,normal
31042,normal
29559,normal
30750,normal
30409,normal
30958,normal
31202,normal
29680,normal
30792,normal
29190,normal
31002,normal
29768,normal
30239,normal
30046,normal
30269,normal
29216,normal
30534,normal
30921,normal
30711,normal
31241,normal
30615,normal
30162,normal
30368,normal
29359,normal
29866,normal
29634,normal
29476,normal
29746,normal
29842,normal
29537,normal
29974,normal
29290,normal
29122,normal
29165,normal
29818,normal
29266,normal
29335,normal
31083,normal
30575,normal
30505,normal
30837,normal
31160,normal
30441,normal
30476,normal
30884,normal
30207,normal
30678,normal
30020,normal
29405,normal
29793,normal
29585,normal
29702,normal
31003,normal
30793,normal
30751,normal
31203,normal
30410,normal
30959,normal
30102,normal
31043,normal
30651,normal
31118,normal
30329,normal
29456,normal
30299,normal
29242,normal
30126,normal
29315,normal
29431,normal
29950,normal
29658,normal
29102,normal
30074,normal
30369,normal
30163,normal
29722,normal
29497,normal
29929,normal
30616,normal
31242,normal
29609,normal
30712,normal
29517,normal
29996,normal
29906,normal
29887,normal
30535,normal
31161,normal
29381,normal
30270,normal
30922,normal
30885,normal
30208,normal
30838,normal
30576,normal
30047,normal
31084,normal
29191,normal
30240,normal
30477,normal
29560,normal
29217,normal
29681,normal
31004,normal
30794,normal
29143,normal
31204,normal
30411,normal
30752,normal
30960,normal
29406,normal
29586,normal
29360,normal
29794,normal
31044,normal
29769,normal
29635,normal
29747,normal
30370,normal
30164,normal
30442,normal
30652,normal
30021,normal
29975,normal
29166,normal
29291,normal
30886,normal
30679,normal
31162,normal
30506,normal
31119,normal
29819,normal
30330,normal
29843,normal
30713,normal
29267,normal
30617,normal
29867,normal
31243,normal
30103,normal
30839,normal
30577,normal
30209,normal
30075,normal
31085,normal
30300,normal
29538,normal
31005,normal
29123,normal
29703,normal
29432,normal
30478,normal
30271,normal
30536,normal
29477,normal
30923,normal
29243,normal
29930,normal
30795,normal
29457,normal
29316,normal
30753,normal
30412,normal
29336,normal
30961,normal
31205,normal
29659,normal
29498,normal
30165,normal
30371,normal
31163,normal
29218,normal
30127,normal
30887,normal
29610,normal
31045,normal
29192,normal
30048,normal
30241,normal
30578,normal
30210,normal
30840,normal
29382,normal
29103,normal
29518,normal
30653,normal
29997,normal
29561,normal
29907,normal
29723,normal
29888,normal
30618,normal
31244,normal
30714,normal
29636,normal
31086,normal
29748,normal
29682,normal
29976,normal
29951,normal
31006,normal
29407,normal
30443,normal
29587,normal
30022,normal
30331,normal
31120,normal
29361,normal
29795,normal
30479,normal
30796,normal
30104,normal
30076,normal
29144,normal
30272,normal
30166,normal
30413,normal
30537,normal
30507,normal
29167,normal
30888,normal
29844,normal
30372,normal
31164,normal
30754,normal
30962,normal
30924,normal
29770,normal
30301,normal
30680,normal
31206,normal
29868,normal
29820,normal
29292,normal
29268,normal
30211,normal
30841,normal
30579,normal
29458,normal
31046,normal
29317,normal
29931,normal
29244,normal
29433,normal
29704,normal
29124,normal
31087,normal
31007,normal
30619,normal
31245,normal
30715,normal
29539,normal
30654,normal
29219,normal
30797,normal
30480,normal
30242,normal
31165,normal
29193,normal
30889,normal
30167,normal
30049,normal
30373,normal
29499,normal
30332,normal
29796,normal
31121,normal
29611,normal
29408,normal
30755,normal
29588,normal
30963,normal
31207,normal
30414,normal
30128,normal
30023,normal
29660,normal
29337,normal
30444,normal
30212,normal
30580,normal
30842,normal
29977,normal
29478,normal
29749,normal
29362,normal
29637,normal
30538,normal
29683,normal
30925,normal
30273,normal
29562,normal
31008,normal
31047,normal
30302,normal
29908,normal
31088,normal
29998,normal
30077,normal
30105,normal
29519,normal
29821,normal
31246,normal
29724,normal
30620,normal
30716,normal
29869,normal
30798,normal
29104,normal
31166,normal
30681,normal
29889,normal
29383,normal
30890,normal
30508,normal
29168,normal
29952,normal
29293,normal
29845,normal
30655,normal
29269,normal
30374,normal
30168,normal
30481,normal
29145,normal
29932,normal
29459,normal
29771,normal
29245,normal
30756,normal
31208,normal
30964,normal
30843,normal
30213,normal
30415,normal
30581,normal
29318,normal
29434,normal
31009,normal
31122,normal
30333,normal
29220,normal
29540,normal
30243,normal
31089,normal
29194,normal
29125,normal
30050,normal
29705,normal
31048,normal
30274,normal
30891,normal
30926,normal
30539,normal
31167,normal
30024,normal
29978,normal
30799,normal
30445,normal
29409,normal
29638,normal
29363,normal
30717,normal
30129,normal
30621,normal
29750,normal
31247,normal
29797,normal
29589,normal
29500,normal
30375,normal
30169,normal
30482,normal
29661,normal
30303,normal
29612,normal
30844,normal
30214,normal
30582,normal
30106,normal
30078,normal
30656,normal
29563,normal
30757,normal
30965,normal
30416,normal
31209,normal
31010,normal
29684,normal
29822,normal
29169,normal
29870,normal
29270,normal
29846,normal
30892,normal
31090,normal
30509,normal
31168,normal
30682,normal
29294,normal
29338,normal
29479,normal
30800,normal
31123,normal
29435,normal
29319,normal
31049,normal
30334,normal
29890,normal
29953,normal
29999,normal
29246,normal
30170,normal
30376,normal
29384,normal
29909,normal
29460,normal
30622,normal
30718,normal
29933,normal
31248,normal
29725,normal
29195,normal
30051,normal
29105,normal
30845,normal
30540,normal
30927,normal
30275,normal
30215,normal
30583,normal
29520,normal
30244,normal
30483,normal
29221,normal
31011,normal
29798,normal
29639,normal
29751,normal
30025,normal
29410,normal
30966,normal
30758,normal
29146,normal
31210,normal
30417,normal
29979,normal
29772,normal
30446,normal
30657,normal
29590,normal
30893,normal
29364,normal
31169,normal
31091,normal
29126,normal
30107,normal
30304,normal
29706,normal
29541,normal
30079,normal
30801,normal
29501,normal
30171,normal
29613,normal
30377,normal
31050,normal
30130,normal
30846,normal
29662,normal
30584,normal
30216,normal
31249,normal
30623,normal
30719,normal
29685,normal
31012,normal
29564,normal
31124,normal
30335,normal
30484,normal
29295,normal
29271,normal
29823,normal
29847,normal
30683,normal
30759,normal
30276,normal
30928,normal
30894,normal
30967,normal
30418,normal
31211,normal
30541,normal
31170,normal
30510,normal
29934,normal
29170,normal
29871,normal
29247,normal
29461,normal
29320,normal
31092,normal
30658,normal
29222,normal
29436,normal
29196,normal
30802,normal
30245,normal
30052,normal
29411,normal
30378,normal
30172,normal
29640,normal
29480,normal
30217,normal
30447,normal
30585,normal
30847,normal
30026,normal
29591,normal
29980,normal
29799,normal
29365,normal
31013,normal
30080,normal
29752,normal
29521,normal
30108,normal
29339,normal
31051,normal
29726,normal
30305,normal
29385,normal
29106,normal
30624,normal
30000,normal
31250,normal
29954,normal
30720,normal
31171,normal
30895,normal
29891,normal
29910,normal
30485,normal
29147,normal
30419,normal
30968,normal
31212,normal
30760,normal
29773,normal
30336,normal
31125,normal
29707,normal
31093,normal
30542,normal
30929,normal
29542,normal
30277,normal
29127,normal
30803,normal
30173,normal
30379,normal
29502,normal
29614,normal
30218,normal
30586,normal
30848,normal
29686,normal
30659,normal
30131,normal
29663,normal
31014,normal
29565,normal
29824,normal
30896,normal
30684,normal
29935,normal
29272,normal
29171,normal
30511,normal
29321,normal
31172,normal
29296,normal
29462,normal
31052,normal
29872,normal
29223,normal
29848,normal
30721,normal
30625,normal
31251,normal
29197,normal
29248,normal
30486,normal
29437,normal
30246,normal
29981,normal
30053,normal
29412,normal
29753,normal
30969,normal
30761,normal
31213,normal
30420,normal
30448,normal
30109,normal
30081,normal
30027,normal
29366,normal
29641,normal
29592,normal
29800,normal
30306,normal
31094,normal
30804,normal
30380,normal
30174,normal
30587,normal
30219,normal
30849,normal
31015,normal
31126,normal
30337,normal
30897,normal
30278,normal
30930,normal
30543,normal
31173,normal
30660,normal
29727,normal
29340,normal
29481,normal
29522,normal
31053,normal
30722,normal
29386,normal
30626,normal
31252,normal
29892,normal
30001,normal
30487,normal
30762,normal
29911,normal
29774,normal
30970,normal
30421,normal
29955,normal
31214,normal
29128,normal
29107,normal
29543,normal
29148,normal
31095,normal
30805,normal
30175,normal
29615,normal
29566,normal
30381,normal
30220,normal
30588,normal
29849,normal
29687,normal
29708,normal
29664,normal
30850,normal
30132,normal
31016,normal
29172,normal
29503,normal
29273,normal
30685,normal
29198,normal
30512,normal
29873,normal
29322,normal
30898,normal
31174,normal
29936,normal
29801,normal
29593,normal
29825,normal
29297,normal
29463,normal
30247,normal
29754,normal
29224,normal
29249,normal
29438,normal
30449,normal
30028,normal
29367,normal
30307,normal
30054,normal
29642,normal
29413,normal
29982,normal
30110,normal
30082,normal
30338,normal
31127,normal
30931,normal
30544,normal
30279,normal
30661,normal
31054,normal
30488,normal
30627,normal
31253,normal
30723,normal
30422,normal
30971,normal
30763,normal
31215,normal
31096,normal
30382,normal
30851,normal
30176,normal
30806,normal
30221,normal
30589,normal
30899,normal
31017,normal
31175,normal
33385,normal
33472,normal
32483,normal
32705,normal
33046,normal
32504,normal
32635,normal
32658,normal
33340,normal
33164,normal
32684,normal
33094,normal
32555,normal
32733,normal
32964,normal
33431,normal
33003,normal
33218,normal
32841,normal
34108,normal
33592,normal
34060,normal
33660,normal
32582,normal
34531,normal
33808,normal
34139,normal
34035,normal
34450,normal
33938,normal
33264,normal
34170,normal
34262,normal
34304,normal
33619,normal
33568,normal
33769,normal
33239,normal
33968,normal
34497,normal
33740,normal
33697,normal
33897,normal
33855,normal
33996,normal
34364,normal
34215,normal
33073,normal
34576,normal
34334,normal
33314,normal
33493,normal
34412,normal
33523,normal
32532,normal
33138,normal
32801,normal
33192,normal
33026,normal
32863,normal
32910,normal
32936,normal
32783,normal
33290,normal
32607,normal
33451,normal
33363,normal
32983,normal
33120,normal
32461,normal
32889,normal
32821,normal
32442,normal
32755,normal
33405,normal
34451,normal
33809,normal
34061,normal
34216,normal
34365,normal
34171,normal
34532,normal
33524,normal
34263,normal
33698,normal
33856,normal
33898,normal
33620,normal
33770,normal
33997,normal
34413,normal
33661,normal
34498,normal
34109,normal
34140,normal
34305,normal
34335,normal
33494,normal
33165,normal
33939,normal
33741,normal
32608,normal
33969,normal
33047,normal
32556,normal
32937,normal
33139,normal
33593,normal
32659,normal
32505,normal
33265,normal
32756,normal
32706,normal
34577,normal
32864,normal
33406,normal
33095,normal
34036,normal
33315,normal
33341,normal
33193,normal
33569,normal
34366,normal
32636,normal
32911,normal
32583,normal
33240,normal
34062,normal
33810,normal
33364,normal
34452,normal
34217,normal
32533,normal
34533,normal
33525,normal
34172,normal
33291,normal
33004,normal
32462,normal
32842,normal
33699,normal
33857,normal
33432,normal
33473,normal
32484,normal
34264,normal
32984,normal
32734,normal
33899,normal
32890,normal
32965,normal
33621,normal
32685,normal
32802,normal
33452,normal
33074,normal
33219,normal
33771,normal
33027,normal
33998,normal
32822,normal
33386,normal
34414,normal
32784,normal
32443,normal
33662,normal
33121,normal
34499,normal
34367,normal
34063,normal
33811,normal
34453,normal
34141,normal
34218,normal
34110,normal
34306,normal
34336,normal
33495,normal
34173,normal
33940,normal
34534,normal
33526,normal
32506,normal
33700,normal
33742,normal
33166,normal
34265,normal
32557,normal
33970,normal
32757,normal
33858,normal
33622,normal
32707,normal
33900,normal
32660,normal
33594,normal
32912,normal
32938,normal
32609,normal
33048,normal
33194,normal
33772,normal
34578,normal
33999,normal
33266,normal
33140,normal
32865,normal
33316,normal
32584,normal
34415,normal
33407,normal
34037,normal
33096,normal
33663,normal
33241,normal
33570,normal
34064,normal
34368,normal
33342,normal
32637,normal
34219,normal
33812,normal
34454,normal
33292,normal
32534,normal
33005,normal
34500,normal
34174,normal
34535,normal
33527,normal
32843,normal
32463,normal
33474,normal
33701,normal
33365,normal
32735,normal
32686,normal
33453,normal
34266,normal
33859,normal
91724,low_slow_exfiltration
32891,normal
33075,normal
34111,normal
33387,normal
34142,normal
33623,normal
33901,normal
33220,normal
32803,normal
32485,normal
33496,normal
34337,normal
33433,normal
33941,normal
32823,normal
34307,normal
33028,normal
34000,normal
33773,normal
32985,normal
33743,normal
34065,normal
34369,normal
32507,normal
33167,normal
32444,normal
32939,normal
34416,normal
34220,normal
33813,normal
34455,normal
33971,normal
32758,normal
33664,normal
32966,normal
32610,normal
33049,normal
32708,normal
32558,normal
33595,normal
33122,normal
33528,normal
34175,normal
32785,normal
34536,normal
33195,normal
33141,normal
33408,normal
33097,normal
32913,normal
34579,normal
33317,normal
33702,normal
32866,normal
33267,normal
34501,normal
32661,normal
33860,normal
33242,normal
34267,normal
34038,normal
33624,normal
33902,normal
33293,normal
32585,normal
33571,normal
34370,normal
34066,normal
34221,normal
34456,normal
33814,normal
33774,normal
34001,normal
32535,normal
34112,normal
34143,normal
32638,normal
33006,normal
33343,normal
34417,normal
33497,normal
33529,normal
34176,normal
34308,normal
32736,normal
34338,normal
33942,normal
34537,normal
33366,normal
33665,normal
32844,normal
32464,normal
33744,normal
33703,normal
32508,normal
33475,normal
33454,normal
32486,normal
32940,normal
33076,normal
32892,normal
34268,normal
33972,normal
32759,normal
32687,normal
32611,normal
33861,normal
32709,normal
33221,normal
33168,normal
34371,normal
33625,normal
34067,normal
33903,normal
34502,normal
33596,normal
33434,normal
34457,normal
33388,normal
34222,normal
33815,normal
32804,normal
33142,normal
32559,normal
33318,normal
33050,normal
32986,normal
32824,normal
33029,normal
33775,normal
32662,normal
34580,normal
33196,normal
34002,normal
32914,normal
34177,normal
33530,normal
34538,normal
33268,normal
32867,normal
33409,normal
33098,normal
34418,normal
34039,normal
32445,normal
32967,normal
33243,normal
34113,normal
32586,normal
34144,normal
33666,normal
33704,normal
33123,normal
32786,normal
33862,normal
33572,normal
34309,normal
34339,normal
33294,normal
34372,normal
34269,normal
33498,normal
33943,normal
34068,normal
34458,normal
34223,normal
33816,normal
33626,normal
33904,normal
33344,normal
33745,normal
91715,low_slow_exfiltration
32536,normal
32612,normal
32639,normal
34503,normal
33007,normal
34539,normal
33531,normal
33973,normal
32941,normal
34178,normal
32509,normal
33776,normal
34003,normal
32760,normal
33169,normal
32710,normal
32465,normal
32845,normal
32737,normal
34419,normal
32560,normal
33597,normal
33367,normal
33705,normal
33051,normal
34373,normal
34069,normal
32893,normal
33455,normal
33667,normal
32688,normal
33319,normal
33863,normal
33077,normal
34270,normal
32868,normal
33143,normal
33817,normal
33099,normal
34224,normal
33222,normal
33197,normal
34459,normal
32915,normal
34581,normal
33476,normal
33410,normal
32487,normal
34114,normal
32663,normal
34145,normal
33627,normal
33905,normal
33269,normal
32987,normal
33030,normal
33389,normal
34040,normal
33944,normal
34310,normal
33499,normal
34179,normal
32587,normal
34340,normal
34540,normal
33532,normal
33244,normal
33435,normal
32805,normal
32825,normal
33777,normal
34004,normal
34504,normal
33746,normal
34070,normal
34374,normal
33573,normal
33706,normal
33295,normal
32446,normal
34420,normal
33818,normal
34460,normal
34225,normal
32968,normal
32711,normal
32942,normal
33170,normal
33864,normal
34271,normal
33974,normal
32761,normal
32613,normal
32510,normal
33668,normal
32640,normal
33008,normal
33628,normal
33906,normal
32537,normal
32561,normal
33345,normal
